tanggal;pm10;so2;co;o3;no2;max;critical;categori
15/12/2010;50.0;19.0;34.0;30.0;14.0;50.0;PM10;BAIK
16/12/2010;36.0;19.0;27.0;22.0;14.0;36.0;PM10;BAIK
17/12/2010;38.0;20.0;20.0;23.0;7.0;38.0;PM10;BAIK
18/12/2010;33.0;15.0;27.0;20.0;9.0;33.0;PM10;BAIK
19/12/2010;34.0;13.0;19.0;22.0;10.0;34.0;PM10;BAIK
20/12/2010;33.0;17.0;26.0;20.0;11.0;33.0;PM10;BAIK
21/12/2010;37.0;16.0;27.0;22.0;12.0;37.0;PM10;BAIK
22/12/2010;29.0;14.0;34.0;17.0;13.0;34.0;CO;BAIK
23/12/2010;40.0;20.0;41.0;24.0;13.0;41.0;CO;BAIK
24/12/2010;51.0;19.0;32.0;97.0;23.0;97.0;O3;SEDANG
25/12/2010;59.0;28.0;27.0;28.0;14.0;59.0;PM10;SEDANG
26/12/2010;39.0;18.0;23.0;48.0;12.0;48.0;O3;BAIK
27/12/2010;27.0;19.0;22.0;27.0;10.0;27.0;PM10;BAIK
28/12/2010;38.0;15.0;23.0;35.0;12.0;38.0;PM10;BAIK
29/12/2010;34.0;16.0;25.0;26.0;11.0;34.0;PM10;BAIK
30/12/2010;36.0;18.0;24.0;22.0;8.0;36.0;PM10;BAIK
31/12/2010;33.0;19.0;21.0;29.0;9.0;33.0;PM10;BAIK
01/01/2011;52.0;17.0;51.0;46.0;7.0;52.0;PM10;SEDANG
02/01/2011;35.0;15.0;15.0;47.0;10.0;47.0;O3;BAIK
03/01/2011;41.0;16.0;28.0;21.0;14.0;41.0;PM10;BAIK
04/01/2011;34.0;17.0;19.0;26.0;11.0;34.0;PM10;BAIK
05/01/2011;34.0;12.0;21.0;35.0;10.0;35.0;O3;BAIK
06/01/2011;28.0;11.0;30.0;42.0;16.0;42.0;O3;BAIK
07/01/2011;37.0;17.0;28.0;30.0;13.0;37.0;PM10;BAIK
08/01/2011;57.0;22.0;37.0;23.0;14.0;57.0;PM10;SEDANG
09/01/2011;;20.0;34.0;31.0;13.0;34.0;CO;BAIK
10/01/2011;;19.0;21.0;28.0;13.0;28.0;O3;BAIK
11/01/2011;46.0;18.0;24.0;31.0;11.0;46.0;PM10;BAIK
12/01/2011;43.0;20.0;28.0;27.0;10.0;43.0;PM10;BAIK
13/01/2011;49.0;16.0;28.0;34.0;14.0;49.0;PM10;BAIK
14/01/2011;44.0;15.0;24.0;37.0;13.0;44.0;PM10;BAIK
15/01/2011;39.0;15.0;26.0;32.0;15.0;39.0;PM10;BAIK
16/01/2011;32.0;13.0;16.0;22.0;8.0;32.0;PM10;BAIK
17/01/2011;32.0;14.0;20.0;36.0;10.0;36.0;O3;BAIK
18/01/2011;33.0;12.0;31.0;38.0;17.0;38.0;O3;BAIK
19/01/2011;42.0;13.0;31.0;33.0;14.0;42.0;PM10;BAIK
20/01/2011;49.0;16.0;25.0;31.0;14.0;49.0;PM10;BAIK
21/01/2011;50.0;13.0;39.0;42.0;21.0;50.0;PM10;BAIK
22/01/2011;58.0;16.0;44.0;36.0;16.0;58.0;PM10;SEDANG
23/01/2011;50.0;14.0;40.0;39.0;12.0;50.0;PM10;BAIK
24/01/2011;57.0;20.0;31.0;36.0;10.0;57.0;PM10;SEDANG
25/01/2011;44.0;23.0;27.0;37.0;13.0;44.0;PM10;BAIK
26/01/2011;46.0;24.0;26.0;37.0;10.0;46.0;PM10;BAIK
27/01/2011;42.0;20.0;24.0;37.0;11.0;42.0;PM10;BAIK
28/01/2011;43.0;14.0;31.0;37.0;11.0;43.0;PM10;BAIK
29/01/2011;24.0;14.0;23.0;33.0;10.0;33.0;O3;BAIK
30/01/2011;37.0;16.0;25.0;31.0;13.0;37.0;PM10;BAIK
31/01/2011;30.0;14.0;22.0;19.0;8.0;30.0;PM10;BAIK
01/02/2011;37.0;20.0;22.0;26.0;11.0;37.0;PM10;BAIK
02/02/2011;49.0;18.0;29.0;32.0;11.0;49.0;PM10;BAIK
03/02/2011;39.0;16.0;24.0;40.0;10.0;40.0;O3;BAIK
04/02/2011;41.0;16.0;27.0;33.0;12.0;41.0;PM10;BAIK
05/02/2011;44.0;14.0;39.0;29.0;14.0;44.0;PM10;BAIK
06/02/2011;29.0;15.0;21.0;30.0;16.0;30.0;O3;BAIK
07/02/2011;41.0;16.0;24.0;29.0;12.0;41.0;PM10;BAIK
08/02/2011;39.0;17.0;28.0;44.0;11.0;44.0;O3;BAIK
09/02/2011;41.0;19.0;30.0;50.0;12.0;50.0;O3;BAIK
10/02/2011;54.0;18.0;30.0;48.0;15.0;54.0;PM10;SEDANG
11/02/2011;78.0;21.0;49.0;96.0;24.0;96.0;O3;SEDANG
12/02/2011;60.0;17.0;33.0;48.0;14.0;60.0;PM10;SEDANG
13/02/2011;57.0;18.0;26.0;54.0;12.0;57.0;PM10;SEDANG
14/02/2011;41.0;12.0;39.0;42.0;13.0;42.0;O3;BAIK
15/02/2011;48.0;15.0;53.0;37.0;13.0;53.0;CO;SEDANG
16/02/2011;51.0;16.0;21.0;34.0;13.0;51.0;PM10;SEDANG
17/02/2011;46.0;22.0;33.0;34.0;16.0;46.0;PM10;BAIK
18/02/2011;36.0;18.0;24.0;39.0;13.0;39.0;O3;BAIK
19/02/2011;46.0;21.0;26.0;33.0;12.0;46.0;PM10;BAIK
20/02/2011;42.0;17.0;24.0;46.0;13.0;46.0;O3;BAIK
21/02/2011;43.0;16.0;22.0;40.0;13.0;43.0;PM10;BAIK
22/02/2011;46.0;15.0;23.0;42.0;12.0;46.0;PM10;BAIK
23/02/2011;47.0;15.0;26.0;41.0;11.0;47.0;PM10;BAIK
24/02/2011;;;;;;0.0;;TIDAK ADA DATA
25/02/2011;;;;;;0.0;;TIDAK ADA DATA
26/02/2011;39.0;14.0;24.0;29.0;12.0;39.0;PM10;BAIK
27/02/2011;39.0;15.0;32.0;26.0;15.0;39.0;PM10;BAIK
28/02/2011;39.0;16.0;29.0;22.0;12.0;39.0;PM10;BAIK
01/03/2011;21.0;14.0;26.0;21.0;8.0;26.0;CO;BAIK
02/03/2011;28.0;15.0;21.0;34.0;7.0;34.0;O3;BAIK
03/03/2011;29.0;16.0;22.0;25.0;9.0;29.0;PM10;BAIK
04/03/2011;32.0;18.0;27.0;26.0;13.0;32.0;PM10;BAIK
05/03/2011;33.0;17.0;35.0;33.0;13.0;35.0;CO;BAIK
06/03/2011;30.0;14.0;24.0;23.0;6.0;30.0;PM10;BAIK
07/03/2011;25.0;14.0;17.0;17.0;5.0;25.0;PM10;BAIK
08/03/2011;27.0;14.0;20.0;30.0;9.0;30.0;O3;BAIK
09/03/2011;31.0;17.0;25.0;33.0;11.0;33.0;O3;BAIK
10/03/2011;32.0;17.0;26.0;30.0;14.0;32.0;PM10;BAIK
11/03/2011;28.0;15.0;24.0;37.0;10.0;37.0;O3;BAIK
12/03/2011;35.0;17.0;26.0;54.0;10.0;54.0;O3;SEDANG
13/03/2011;46.0;17.0;25.0;45.0;11.0;46.0;PM10;BAIK
14/03/2011;56.0;15.0;47.0;24.0;11.0;56.0;PM10;SEDANG
15/03/2011;41.0;16.0;25.0;37.0;12.0;41.0;PM10;BAIK
16/03/2011;39.0;19.0;35.0;53.0;18.0;53.0;O3;SEDANG
17/03/2011;57.0;19.0;54.0;73.0;21.0;73.0;O3;SEDANG
18/03/2011;55.0;22.0;33.0;47.0;20.0;55.0;PM10;SEDANG
19/03/2011;56.0;17.0;26.0;71.0;23.0;71.0;O3;SEDANG
20/03/2011;54.0;15.0;32.0;50.0;22.0;54.0;PM10;SEDANG
21/03/2011;31.0;13.0;20.0;38.0;8.0;38.0;O3;BAIK
22/03/2011;29.0;15.0;22.0;22.0;8.0;29.0;PM10;BAIK
23/03/2011;25.0;15.0;22.0;22.0;7.0;25.0;PM10;BAIK
24/03/2011;22.0;14.0;18.0;24.0;7.0;24.0;O3;BAIK
25/03/2011;22.0;14.0;22.0;27.0;10.0;27.0;O3;BAIK
26/03/2011;25.0;13.0;22.0;27.0;8.0;27.0;O3;BAIK
27/03/2011;23.0;13.0;19.0;28.0;9.0;28.0;O3;BAIK
28/03/2011;21.0;13.0;15.0;21.0;8.0;21.0;PM10;BAIK
29/03/2011;21.0;13.0;16.0;20.0;6.0;21.0;PM10;BAIK
30/03/2011;23.0;14.0;19.0;23.0;6.0;23.0;PM10;BAIK
31/03/2011;25.0;14.0;21.0;21.0;7.0;25.0;PM10;BAIK
01/04/2011;23.0;14.0;20.0;21.0;5.0;23.0;PM10;BAIK
02/04/2011;24.0;15.0;24.0;25.0;6.0;25.0;O3;BAIK
03/04/2011;24.0;14.0;13.0;22.0;7.0;24.0;PM10;BAIK
04/04/2011;26.0;15.0;23.0;25.0;9.0;26.0;PM10;BAIK
05/04/2011;23.0;14.0;21.0;27.0;7.0;27.0;O3;BAIK
06/04/2011;25.0;14.0;19.0;23.0;6.0;25.0;PM10;BAIK
07/04/2011;27.0;15.0;20.0;28.0;8.0;28.0;O3;BAIK
08/04/2011;40.0;18.0;24.0;44.0;12.0;44.0;O3;BAIK
09/04/2011;50.0;21.0;33.0;24.0;12.0;50.0;PM10;BAIK
10/04/2011;39.0;16.0;23.0;42.0;9.0;42.0;O3;BAIK
11/04/2011;40.0;17.0;30.0;37.0;11.0;40.0;PM10;BAIK
12/04/2011;62.0;22.0;35.0;67.0;19.0;67.0;O3;SEDANG
13/04/2011;62.0;23.0;32.0;82.0;17.0;82.0;O3;SEDANG
14/04/2011;62.0;22.0;35.0;55.0;26.0;62.0;PM10;SEDANG
15/04/2011;65.0;23.0;36.0;76.0;23.0;76.0;O3;SEDANG
16/04/2011;58.0;18.0;29.0;88.0;34.0;88.0;O3;SEDANG
17/04/2011;;;;;;0.0;;TIDAK ADA DATA
18/04/2011;;;;;;0.0;;TIDAK ADA DATA
19/04/2011;;17.0;;70.0;;70.0;O3;SEDANG
20/04/2011;64.0;23.0;30.0;66.0;19.0;66.0;O3;SEDANG
21/04/2011;58.0;19.0;33.0;51.0;21.0;58.0;PM10;SEDANG
22/04/2011;55.0;16.0;26.0;125.0;15.0;125.0;O3;TIDAK SEHAT
23/04/2011;51.0;15.0;18.0;82.0;13.0;82.0;O3;SEDANG
24/04/2011;53.0;15.0;27.0;83.0;16.0;83.0;O3;SEDANG
25/04/2011;55.0;17.0;36.0;70.0;14.0;70.0;O3;SEDANG
26/04/2011;57.0;24.0;27.0;61.0;15.0;61.0;O3;SEDANG
27/04/2011;53.0;25.0;34.0;71.0;22.0;71.0;O3;SEDANG
28/04/2011;54.0;18.0;32.0;68.0;15.0;68.0;O3;SEDANG
29/04/2011;56.0;19.0;27.0;60.0;14.0;60.0;O3;SEDANG
30/04/2011;62.0;19.0;42.0;78.0;22.0;78.0;O3;SEDANG
01/05/2011;59.0;18.0;51.0;88.0;20.0;88.0;O3;SEDANG
02/05/2011;39.0;19.0;35.0;93.0;21.0;93.0;O3;SEDANG
03/05/2011;61.0;22.0;31.0;69.0;14.0;69.0;O3;SEDANG
04/05/2011;39.0;18.0;26.0;47.0;12.0;47.0;O3;BAIK
05/05/2011;39.0;17.0;28.0;63.0;11.0;63.0;O3;SEDANG
06/05/2011;46.0;22.0;36.0;62.0;14.0;62.0;O3;SEDANG
07/05/2011;39.0;22.0;30.0;63.0;10.0;63.0;O3;SEDANG
08/05/2011;44.0;15.0;29.0;50.0;10.0;50.0;O3;BAIK
09/05/2011;;;;;;0.0;;TIDAK ADA DATA
10/05/2011;57.0;20.0;29.0;107.0;19.0;107.0;O3;TIDAK SEHAT
11/05/2011;57.0;19.0;30.0;89.0;20.0;89.0;O3;SEDANG
12/05/2011;60.0;19.0;31.0;75.0;17.0;75.0;O3;SEDANG
13/05/2011;59.0;18.0;35.0;87.0;18.0;87.0;O3;SEDANG
14/05/2011;60.0;17.0;33.0;72.0;19.0;72.0;O3;SEDANG
15/05/2011;55.0;16.0;31.0;85.0;13.0;85.0;O3;SEDANG
16/05/2011;53.0;17.0;30.0;89.0;22.0;89.0;O3;SEDANG
17/05/2011;55.0;18.0;28.0;77.0;18.0;77.0;O3;SEDANG
18/05/2011;52.0;18.0;34.0;77.0;19.0;77.0;O3;SEDANG
19/05/2011;67.0;20.0;41.0;71.0;19.0;71.0;O3;SEDANG
20/05/2011;53.0;20.0;36.0;78.0;19.0;78.0;O3;SEDANG
21/05/2011;;;;;;0.0;;TIDAK ADA DATA
22/05/2011;;;;;;0.0;;TIDAK ADA DATA
23/05/2011;;;;;;0.0;;TIDAK ADA DATA
24/05/2011;55.0;19.0;34.0;3.0;19.0;55.0;PM10;SEDANG
25/05/2011;55.0;21.0;37.0;4.0;19.0;55.0;PM10;SEDANG
26/05/2011;58.0;19.0;40.0;5.0;22.0;58.0;PM10;SEDANG
27/05/2011;59.0;21.0;37.0;48.0;18.0;59.0;PM10;SEDANG
28/05/2011;59.0;21.0;30.0;68.0;15.0;68.0;O3;SEDANG
29/05/2011;62.0;23.0;19.0;89.0;14.0;89.0;O3;SEDANG
30/05/2011;61.0;20.0;32.0;51.0;18.0;61.0;PM10;SEDANG
31/05/2011;62.0;21.0;35.0;79.0;26.0;79.0;O3;SEDANG
01/06/2011;76.0;21.0;70.0;51.0;20.0;76.0;PM10;SEDANG
02/06/2011;56.0;17.0;25.0;59.0;9.0;59.0;O3;SEDANG
03/06/2011;48.0;19.0;18.0;48.0;7.0;48.0;PM10;BAIK
04/06/2011;46.0;21.0;16.0;44.0;7.0;46.0;PM10;BAIK
05/06/2011;47.0;17.0;25.0;52.0;9.0;52.0;O3;SEDANG
06/06/2011;52.0;17.0;37.0;60.0;21.0;60.0;O3;SEDANG
07/06/2011;65.0;15.0;41.0;59.0;20.0;65.0;PM10;SEDANG
08/06/2011;67.0;15.0;35.0;62.0;17.0;67.0;PM10;SEDANG
09/06/2011;57.0;12.0;37.0;56.0;18.0;57.0;PM10;SEDANG
10/06/2011;53.0;13.0;32.0;64.0;18.0;64.0;O3;SEDANG
11/06/2011;65.0;22.0;29.0;55.0;20.0;65.0;PM10;SEDANG
12/06/2011;59.0;21.0;20.0;64.0;14.0;64.0;O3;SEDANG
13/06/2011;57.0;18.0;29.0;68.0;16.0;68.0;O3;SEDANG
14/06/2011;62.0;23.0;27.0;66.0;20.0;66.0;O3;SEDANG
15/06/2011;;23.0;41.0;81.0;23.0;81.0;O3;SEDANG
16/06/2011;60.0;23.0;35.0;70.0;19.0;70.0;O3;SEDANG
17/06/2011;61.0;20.0;31.0;67.0;16.0;67.0;O3;SEDANG
18/06/2011;51.0;10.0;24.0;83.0;14.0;83.0;O3;SEDANG
19/06/2011;57.0;10.0;20.0;77.0;13.0;77.0;O3;SEDANG
20/06/2011;55.0;12.0;32.0;63.0;25.0;63.0;O3;SEDANG
21/06/2011;60.0;15.0;30.0;45.0;26.0;60.0;PM10;SEDANG
22/06/2011;62.0;15.0;29.0;71.0;21.0;71.0;O3;SEDANG
23/06/2011;68.0;13.0;29.0;77.0;19.0;77.0;O3;SEDANG
24/06/2011;67.0;14.0;29.0;67.0;16.0;67.0;PM10;SEDANG
25/06/2011;66.0;11.0;27.0;51.0;13.0;66.0;PM10;SEDANG
26/06/2011;60.0;12.0;18.0;46.0;12.0;60.0;PM10;SEDANG
27/06/2011;56.0;12.0;23.0;38.0;14.0;56.0;PM10;SEDANG
28/06/2011;59.0;10.0;28.0;76.0;18.0;76.0;O3;SEDANG
29/06/2011;53.0;14.0;27.0;78.0;20.0;78.0;O3;SEDANG
30/06/2011;52.0;12.0;33.0;99.0;21.0;99.0;O3;SEDANG
01/07/2011;59.0;14.0;33.0;65.0;19.0;65.0;O3;SEDANG
02/07/2011;63.0;17.0;34.0;51.0;18.0;63.0;PM10;SEDANG
03/07/2011;56.0;14.0;20.0;46.0;14.0;56.0;PM10;SEDANG
04/07/2011;54.0;13.0;24.0;55.0;15.0;55.0;O3;SEDANG
05/07/2011;66.0;14.0;29.0;78.0;17.0;78.0;O3;SEDANG
06/07/2011;54.0;13.0;27.0;46.0;17.0;54.0;PM10;SEDANG
07/07/2011;59.0;18.0;27.0;62.0;14.0;62.0;O3;SEDANG
08/07/2011;63.0;19.0;25.0;42.0;12.0;63.0;PM10;SEDANG
09/07/2011;54.0;16.0;21.0;54.0;10.0;54.0;PM10;SEDANG
10/07/2011;51.0;15.0;18.0;57.0;12.0;57.0;O3;SEDANG
11/07/2011;54.0;13.0;27.0;55.0;13.0;55.0;O3;SEDANG
12/07/2011;60.0;20.0;30.0;50.0;17.0;60.0;PM10;SEDANG
13/07/2011;58.0;17.0;28.0;44.0;13.0;58.0;PM10;SEDANG
14/07/2011;57.0;14.0;27.0;81.0;17.0;81.0;O3;SEDANG
15/07/2011;63.0;14.0;30.0;123.0;19.0;123.0;O3;TIDAK SEHAT
16/07/2011;62.0;14.0;29.0;75.0;18.0;75.0;O3;SEDANG
17/07/2011;61.0;17.0;31.0;48.0;16.0;61.0;PM10;SEDANG
18/07/2011;62.0;18.0;35.0;84.0;26.0;84.0;O3;SEDANG
19/07/2011;62.0;18.0;32.0;60.0;16.0;62.0;PM10;SEDANG
20/07/2011;52.0;16.0;26.0;42.0;13.0;52.0;PM10;SEDANG
21/07/2011;53.0;17.0;23.0;36.0;11.0;53.0;PM10;SEDANG
22/07/2011;55.0;22.0;23.0;31.0;10.0;55.0;PM10;SEDANG
23/07/2011;62.0;19.0;30.0;34.0;13.0;62.0;PM10;SEDANG
24/07/2011;55.0;16.0;19.0;75.0;14.0;75.0;O3;SEDANG
25/07/2011;51.0;13.0;30.0;87.0;22.0;87.0;O3;SEDANG
26/07/2011;65.0;17.0;32.0;55.0;18.0;65.0;PM10;SEDANG
27/07/2011;59.0;12.0;25.0;75.0;18.0;75.0;O3;SEDANG
28/07/2011;61.0;7.0;29.0;81.0;16.0;81.0;O3;SEDANG
29/07/2011;53.0;16.0;27.0;80.0;18.0;80.0;O3;SEDANG
30/07/2011;64.0;15.0;27.0;78.0;20.0;78.0;O3;SEDANG
31/07/2011;57.0;14.0;20.0;54.0;19.0;57.0;PM10;SEDANG
01/08/2011;57.0;16.0;23.0;47.0;16.0;57.0;PM10;SEDANG
02/08/2011;56.0;14.0;25.0;53.0;15.0;56.0;PM10;SEDANG
03/08/2011;58.0;10.0;28.0;100.0;20.0;100.0;O3;SEDANG
04/08/2011;65.0;12.0;27.0;99.0;21.0;99.0;O3;SEDANG
05/08/2011;65.0;16.0;29.0;84.0;22.0;84.0;O3;SEDANG
06/08/2011;68.0;15.0;27.0;85.0;16.0;85.0;O3;SEDANG
07/08/2011;66.0;14.0;23.0;54.0;13.0;66.0;PM10;SEDANG
08/08/2011;63.0;12.0;24.0;60.0;14.0;63.0;PM10;SEDANG
09/08/2011;67.0;14.0;23.0;61.0;14.0;67.0;PM10;SEDANG
10/08/2011;74.0;14.0;25.0;73.0;16.0;74.0;PM10;SEDANG
11/08/2011;;;;;;0.0;;TIDAK ADA DATA
12/08/2011;;;;;;0.0;;TIDAK ADA DATA
13/08/2011;68.0;11.0;19.0;62.0;13.0;68.0;PM10;SEDANG
14/08/2011;70.0;12.0;20.0;73.0;15.0;73.0;O3;SEDANG
15/08/2011;64.0;16.0;33.0;68.0;19.0;68.0;O3;SEDANG
16/08/2011;65.0;13.0;29.0;;17.0;65.0;PM10;SEDANG
17/08/2011;;;;;;0.0;;TIDAK ADA DATA
18/08/2011;79.0;16.0;37.0;80.0;22.0;80.0;O3;SEDANG
19/08/2011;;;;;;0.0;;TIDAK ADA DATA
20/08/2011;62.0;15.0;20.0;52.0;17.0;62.0;PM10;SEDANG
21/08/2011;66.0;15.0;15.0;57.0;13.0;66.0;PM10;SEDANG
22/08/2011;70.0;17.0;28.0;103.0;22.0;103.0;O3;TIDAK SEHAT
23/08/2011;72.0;17.0;29.0;62.0;15.0;72.0;PM10;SEDANG
24/08/2011;70.0;17.0;29.0;72.0;18.0;72.0;O3;SEDANG
25/08/2011;66.0;19.0;28.0;133.0;18.0;133.0;O3;TIDAK SEHAT
26/08/2011;67.0;17.0;27.0;113.0;18.0;113.0;O3;TIDAK SEHAT
27/08/2011;63.0;14.0;20.0;48.0;13.0;63.0;PM10;SEDANG
28/08/2011;62.0;13.0;17.0;51.0;12.0;62.0;PM10;SEDANG
29/08/2011;60.0;12.0;15.0;57.0;9.0;60.0;PM10;SEDANG
30/08/2011;59.0;12.0;16.0;83.0;11.0;83.0;O3;SEDANG
31/08/2011;68.0;14.0;36.0;77.0;14.0;77.0;O3;SEDANG
01/09/2011;53.0;10.0;13.0;59.0;14.0;59.0;O3;SEDANG
02/09/2011;53.0;11.0;12.0;60.0;8.0;60.0;O3;SEDANG
03/09/2011;52.0;9.0;12.0;94.0;11.0;94.0;O3;SEDANG
04/09/2011;56.0;11.0;14.0;63.0;14.0;63.0;O3;SEDANG
05/09/2011;62.0;12.0;23.0;63.0;13.0;63.0;O3;SEDANG
06/09/2011;55.0;12.0;22.0;57.0;13.0;57.0;O3;SEDANG
07/09/2011;63.0;14.0;25.0;61.0;15.0;63.0;PM10;SEDANG
08/09/2011;68.0;16.0;28.0;117.0;16.0;117.0;O3;TIDAK SEHAT
09/09/2011;63.0;14.0;25.0;99.0;18.0;99.0;O3;SEDANG
10/09/2011;59.0;13.0;22.0;91.0;16.0;91.0;O3;SEDANG
11/09/2011;59.0;11.0;17.0;66.0;16.0;66.0;O3;SEDANG
12/09/2011;65.0;14.0;27.0;68.0;16.0;68.0;O3;SEDANG
13/09/2011;69.0;15.0;28.0;84.0;22.0;84.0;O3;SEDANG
14/09/2011;59.0;14.0;25.0;51.0;12.0;59.0;PM10;SEDANG
15/09/2011;63.0;19.0;26.0;55.0;15.0;63.0;PM10;SEDANG
16/09/2011;62.0;13.0;34.0;79.0;20.0;79.0;O3;SEDANG
17/09/2011;57.0;11.0;30.0;89.0;19.0;89.0;O3;SEDANG
18/09/2011;66.0;12.0;26.0;87.0;14.0;87.0;O3;SEDANG
19/09/2011;59.0;15.0;31.0;74.0;22.0;74.0;O3;SEDANG
20/09/2011;64.0;16.0;31.0;100.0;23.0;100.0;O3;SEDANG
21/09/2011;75.0;19.0;30.0;81.0;19.0;81.0;O3;SEDANG
22/09/2011;61.0;19.0;29.0;129.0;30.0;129.0;O3;TIDAK SEHAT
23/09/2011;82.0;26.0;28.0;117.0;19.0;117.0;O3;TIDAK SEHAT
24/09/2011;71.0;19.0;25.0;91.0;22.0;91.0;O3;SEDANG
25/09/2011;65.0;16.0;20.0;92.0;16.0;92.0;O3;SEDANG
26/09/2011;64.0;25.0;24.0;87.0;18.0;87.0;O3;SEDANG
27/09/2011;65.0;26.0;27.0;73.0;15.0;73.0;O3;SEDANG
28/09/2011;69.0;24.0;27.0;69.0;19.0;69.0;PM10;SEDANG
29/09/2011;63.0;17.0;29.0;72.0;20.0;72.0;O3;SEDANG
30/09/2011;75.0;23.0;27.0;64.0;23.0;75.0;PM10;SEDANG
01/10/2011;68.0;17.0;24.0;92.0;17.0;92.0;O3;SEDANG
02/10/2011;63.0;18.0;18.0;88.0;15.0;88.0;O3;SEDANG
03/10/2011;64.0;15.0;27.0;95.0;26.0;95.0;O3;SEDANG
04/10/2011;56.0;18.0;25.0;87.0;18.0;87.0;O3;SEDANG
05/10/2011;66.0;19.0;30.0;81.0;20.0;81.0;O3;SEDANG
06/10/2011;59.0;21.0;28.0;70.0;26.0;70.0;O3;SEDANG
07/10/2011;70.0;21.0;29.0;68.0;17.0;70.0;PM10;SEDANG
08/10/2011;57.0;19.0;26.0;50.0;14.0;57.0;PM10;SEDANG
09/10/2011;81.0;23.0;31.0;91.0;19.0;91.0;O3;SEDANG
10/10/2011;71.0;16.0;34.0;107.0;19.0;107.0;O3;TIDAK SEHAT
11/10/2011;70.0;20.0;34.0;131.0;20.0;131.0;O3;TIDAK SEHAT
12/10/2011;73.0;23.0;33.0;138.0;29.0;138.0;O3;TIDAK SEHAT
13/10/2011;67.0;25.0;32.0;96.0;21.0;96.0;O3;SEDANG
14/10/2011;61.0;21.0;29.0;70.0;23.0;70.0;O3;SEDANG
15/10/2011;60.0;21.0;25.0;86.0;21.0;86.0;O3;SEDANG
16/10/2011;70.0;16.0;27.0;59.0;14.0;70.0;PM10;SEDANG
17/10/2011;58.0;16.0;27.0;58.0;14.0;58.0;PM10;SEDANG
18/10/2011;57.0;17.0;25.0;61.0;16.0;61.0;O3;SEDANG
19/10/2011;60.0;19.0;26.0;59.0;16.0;60.0;PM10;SEDANG
20/10/2011;58.0;17.0;32.0;68.0;20.0;68.0;O3;SEDANG
21/10/2011;74.0;21.0;31.0;84.0;18.0;84.0;O3;SEDANG
22/10/2011;58.0;18.0;29.0;89.0;14.0;89.0;O3;SEDANG
23/10/2011;54.0;18.0;25.0;69.0;13.0;69.0;O3;SEDANG
24/10/2011;44.0;17.0;22.0;58.0;9.0;58.0;O3;SEDANG
25/10/2011;28.0;19.0;25.0;61.0;15.0;61.0;O3;SEDANG
26/10/2011;;18.0;39.0;84.0;24.0;84.0;O3;SEDANG
27/10/2011;;19.0;52.0;47.0;17.0;52.0;CO;SEDANG
28/10/2011;51.0;14.0;30.0;60.0;15.0;60.0;O3;SEDANG
29/10/2011;58.0;15.0;41.0;56.0;14.0;58.0;PM10;SEDANG
30/10/2011;53.0;15.0;20.0;73.0;12.0;73.0;O3;SEDANG
31/10/2011;54.0;14.0;32.0;133.0;18.0;133.0;O3;TIDAK SEHAT
01/11/2011;62.0;15.0;34.0;85.0;18.0;85.0;O3;SEDANG
02/11/2011;64.0;19.0;30.0;76.0;16.0;76.0;O3;SEDANG
03/11/2011;64.0;14.0;32.0;71.0;18.0;71.0;O3;SEDANG
04/11/2011;50.0;14.0;30.0;59.0;13.0;59.0;O3;SEDANG
05/11/2011;53.0;19.0;21.0;67.0;14.0;67.0;O3;SEDANG
06/11/2011;43.0;14.0;21.0;46.0;8.0;46.0;O3;BAIK
07/11/2011;46.0;17.0;25.0;80.0;14.0;80.0;O3;SEDANG
08/11/2011;57.0;23.0;23.0;81.0;16.0;81.0;O3;SEDANG
09/11/2011;66.0;24.0;31.0;94.0;18.0;94.0;O3;SEDANG
10/11/2011;77.0;30.0;31.0;66.0;16.0;77.0;PM10;SEDANG
11/11/2011;68.0;20.0;33.0;57.0;18.0;68.0;PM10;SEDANG
12/11/2011;51.0;19.0;20.0;65.0;11.0;65.0;O3;SEDANG
13/11/2011;57.0;17.0;31.0;80.0;15.0;80.0;O3;SEDANG
14/11/2011;57.0;20.0;26.0;88.0;20.0;88.0;O3;SEDANG
15/11/2011;54.0;22.0;27.0;100.0;18.0;100.0;O3;SEDANG
16/11/2011;69.0;31.0;38.0;146.0;36.0;146.0;O3;TIDAK SEHAT
17/11/2011;73.0;33.0;33.0;91.0;28.0;91.0;O3;SEDANG
18/11/2011;60.0;19.0;31.0;70.0;17.0;70.0;O3;SEDANG
19/11/2011;57.0;18.0;28.0;117.0;18.0;117.0;O3;TIDAK SEHAT
20/11/2011;57.0;18.0;25.0;89.0;14.0;89.0;O3;SEDANG
21/11/2011;65.0;25.0;35.0;84.0;21.0;84.0;O3;SEDANG
22/11/2011;58.0;32.0;28.0;62.0;17.0;62.0;O3;SEDANG
23/11/2011;73.0;26.0;38.0;112.0;21.0;112.0;O3;TIDAK SEHAT
24/11/2011;67.0;33.0;34.0;108.0;19.0;108.0;O3;TIDAK SEHAT
25/11/2011;49.0;18.0;26.0;58.0;16.0;58.0;O3;SEDANG
26/11/2011;64.0;19.0;29.0;71.0;14.0;71.0;O3;SEDANG
27/11/2011;58.0;12.0;22.0;118.0;13.0;118.0;O3;TIDAK SEHAT
28/11/2011;66.0;27.0;35.0;94.0;15.0;94.0;O3;SEDANG
29/11/2011;71.0;23.0;32.0;69.0;19.0;71.0;PM10;SEDANG
