,tanggal,pm10,so2,co,o3,no2,max,critical,categori
3189,2018-09-25,53.0,12.0,17.0,16.0,5.0,53.0,PM10,SEDANG
3190,2018-09-26,69.0,11.0,18.0,27.0,5.0,69.0,PM10,SEDANG
3191,2018-09-27,56.0,10.0,17.0,25.0,4.0,56.0,PM10,SEDANG
3192,2018-09-28,44.0,11.0,16.0,33.0,4.0,44.0,PM10,BAIK
3193,2018-09-29,41.0,11.0,17.0,28.0,4.0,41.0,PM10,BAIK
3194,2018-09-30,54.0,11.0,12.0,39.0,3.0,54.0,PM10,SEDANG
3195,2018-10-01,28.0,23.0,16.0,44.0,3.0,44.0,O3,BAIK
3196,2018-10-02,13.0,24.0,26.0,29.5,4.0,26.0,CO,BAIK
3197,2018-10-03,49.0,24.0,27.0,23.0,3.0,49.0,PM10,BAIK
3198,2018-10-04,10.0,22.0,19.0,5.0,2.0,22.0,SO2,BAIK
3199,2018-10-05,55.0,2.0,18.0,36.0,3.0,55.0,PM10,SEDANG
3200,2018-10-06,54.0,13.0,18.0,45.0,3.3333333333333335,54.0,PM10,SEDANG
3201,2018-10-07,54.0,6.0,15.0,30.0,5.761904761904762,54.0,PM10,SEDANG
3202,2018-10-08,60.0,11.0,18.0,28.0,4.0,60.0,PM10,SEDANG
3203,2018-10-09,62.0,11.0,16.0,29.0,4.0,62.0,PM10,SEDANG
3204,2018-10-10,27.0,11.0,18.0,19.0,5.0,27.0,PM10,BAIK
3205,2018-10-11,58.0,11.0,32.0,31.0,5.0,58.0,PM10,SEDANG
3206,2018-10-12,64.0,13.0,21.0,94.0,5.0,94.0,O3,SEDANG
3207,2018-10-13,55.0,11.0,20.0,26.0,5.0,55.0,PM10,SEDANG
3208,2018-10-14,64.0,12.0,14.0,30.0,4.0,64.0,PM10,SEDANG
3209,2018-10-15,52.0,10.0,16.0,23.0,3.0,52.0,PM10,SEDANG
3210,2018-10-16,57.0,10.0,19.0,43.0,5.0,57.0,PM10,SEDANG
3211,2018-10-17,58.0,11.0,19.0,28.0,5.0,28.0,O3,BAIK
3212,2018-10-18,59.0,11.0,18.0,23.0,5.0,59.0,PM10,SEDANG
3213,2018-10-19,30.0,10.0,20.0,38.0,5.0,38.0,O3,BAIK
3214,2018-10-20,43.0,10.0,16.0,35.0,3.0,43.0,PM10,BAIK
3215,2018-10-21,42.0,10.0,14.0,29.0,3.0,42.0,PM10,BAIK
3216,2018-10-22,33.0,10.0,14.0,39.0,4.0,39.0,O3,BAIK
3217,2018-10-23,36.0,9.0,14.0,32.0,3.0,36.0,PM10,BAIK
3218,2018-10-24,43.0,10.0,27.0,28.0,5.0,43.0,PM10,BAIK
3219,2018-10-25,36.0,10.0,17.0,14.0,4.0,36.0,PM10,BAIK
3220,2018-10-26,29.0,10.0,18.0,16.0,4.0,29.0,PM10,BAIK
3221,2018-10-27,57.0,10.0,18.0,35.0,5.0,57.0,PM10,SEDANG
3222,2018-10-28,34.0,9.0,12.0,33.0,3.0,34.0,PM10,BAIK
3223,2018-10-29,42.0,9.0,24.0,44.0,2.0,44.0,O3,BAIK
3224,2018-10-30,46.0,10.0,22.0,34.0,3.0,46.0,PM10,BAIK
3225,2018-10-31,47.0,10.0,16.0,19.0,3.0,47.0,PM10,BAIK
3226,2018-11-01,40.0,30.0,18.0,36.0,4.0,40.0,PM10,BAIK
3227,2018-11-02,24.0,25.0,19.0,30.0,3.0,30.0,O3,BAIK
3228,2018-11-03,36.0,25.0,18.0,32.0,2.0,36.0,PM10,BAIK
3229,2018-11-04,50.0,22.0,20.0,25.0,2.0,50.0,PM10,BAIK
3230,2018-11-05,49.0,1.0,16.0,33.0,3.0,49.0,PM10,BAIK
3231,2018-11-06,56.0,11.0,14.0,35.0,2.666666666666667,56.0,PM10,SEDANG
3232,2018-11-07,73.0,7.0,15.0,25.0,5.9523809523809526,73.0,PM10,SEDANG
3233,2018-11-08,69.0,11.0,17.0,29.0,4.0,69.0,PM10,SEDANG
3234,2018-11-09,61.0,13.0,16.666666666666668,28.666666666666668,3.0,61.0,PM10,SEDANG
3235,2018-11-10,59.0,11.0,17.0,22.0,4.0,59.0,PM10,SEDANG
3236,2018-11-11,49.0,14.0,23.0,72.0,4.0,72.0,O3,SEDANG
3237,2018-11-12,82.0,15.0,39.0,92.0,4.0,92.0,O3,SEDANG
3238,2018-11-13,59.0,15.0,20.0,75.0,4.0,75.0,O3,SEDANG
3239,2018-11-14,37.0,15.0,18.0,32.0,2.0,37.0,PM10,BAIK
3240,2018-11-15,15.0,13.0,9.0,30.0,1.0,30.0,O3,BAIK
3241,2018-11-16,21.0,17.0,19.0,130.0,2.0,130.0,O3,TIDAK SEHAT
3242,2018-11-17,34.0,20.0,18.0,125.0,3.0,125.0,O3,TIDAK SEHAT
3243,2018-11-18,31.0,17.0,14.0,62.0,3.0,62.0,O3,SEDANG
3244,2018-11-19,53.0,16.0,18.0,43.0,3.0,53.0,PM10,SEDANG
3245,2018-11-20,41.0,15.0,17.0,61.0,3.0,61.0,O3,SEDANG
3246,2018-11-21,51.0,18.0,21.0,127.0,3.0,127.0,O3,TIDAK SEHAT
3247,2018-11-22,61.0,17.0,20.0,55.0,2.0,61.0,PM10,SEDANG
3248,2018-11-23,43.0,16.0,23.0,100.0,4.0,100.0,O3,SEDANG
3249,2018-11-24,61.0,16.0,38.0,61.0,4.0,61.0,PM10,SEDANG
3250,2018-11-25,54.0,12.0,19.0,71.0,2.0,71.0,O3,SEDANG
3251,2018-11-26,73.0,19.0,20.0,48.0,2.0,73.0,PM10,SEDANG
3252,2018-11-27,63.0,14.0,26.0,84.0,3.0,84.0,O3,SEDANG
3253,2018-11-28,51.0,15.0,20.0,62.0,3.0,62.0,O3,SEDANG
3254,2018-11-29,60.0,15.0,27.0,64.0,2.0,64.0,O3,SEDANG
3255,2018-11-30,53.0,14.0,20.0,73.0,3.0,73.0,O3,SEDANG
3256,2018-12-01,35.0,22.0,18.0,38.0,4.0,38.0,O3,BAIK
3257,2018-12-02,15.0,20.0,21.0,43.0,3.0,43.0,O3,BAIK
3258,2018-12-03,36.0,24.0,20.0,24.0,3.0,36.0,PM10,BAIK
3259,2018-12-04,33.0,22.0,16.0,19.0,2.0,33.0,PM10,BAIK
3260,2018-12-05,62.0,17.0,19.0,46.0,3.0,62.0,PM10,SEDANG
3261,2018-12-06,65.0,9.0,11.0,50.0,2.0,65.0,PM10,SEDANG
3262,2018-12-07,60.0,6.0,15.0,34.0,6.142857142857142,60.0,PM10,SEDANG
3263,2018-12-08,62.0,11.0,14.0,29.0,4.0,62.0,PM10,SEDANG
3264,2018-12-09,56.0,12.0,17.333333333333332,28.333333333333332,3.0,56.0,PM10,SEDANG
3265,2018-12-10,53.0,11.0,17.0,15.0,5.0,53.0,PM10,SEDANG
3266,2018-12-11,59.0,16.0,20.0,65.0,3.0,65.0,O3,SEDANG
3267,2018-12-12,57.0,14.0,27.0,112.0,3.0,112.0,O3,TIDAK SEHAT
3268,2018-12-13,52.0,15.0,18.0,63.0,3.0,63.0,O3,SEDANG
3269,2018-12-14,50.0,15.0,15.0,69.0,3.0,69.0,O3,SEDANG
3270,2018-12-15,23.0,13.0,10.0,34.0,2.0,34.0,O3,BAIK
3271,2018-12-16,41.0,12.0,9.0,36.0,2.0,41.0,PM10,BAIK
3272,2018-12-17,35.0,13.0,12.0,62.0,3.0,62.0,O3,SEDANG
3273,2018-12-18,36.0,17.0,12.0,86.0,3.0,86.0,O3,SEDANG
3274,2018-12-19,60.0,15.0,20.0,88.0,3.0,88.0,O3,SEDANG
3275,2018-12-20,48.0,14.0,17.0,49.0,3.0,49.0,O3,BAIK
3276,2018-12-21,33.0,13.0,12.0,23.0,3.0,33.0,PM10,BAIK
3277,2018-12-22,40.5,13.5,9.333333333,19.0,2.5,40.5,pm10,BAIK
3278,2018-12-23,48.0,14.0,6.666666666666667,15.0,2.0,48.0,PM10,BAIK
3279,2018-12-24,21.0,11.0,4.0,20.0,1.0,21.0,PM10,BAIK
3280,2018-12-25,22.0,13.0,6.0,22.0,2.0,22.0,PM10,BAIK
3281,2018-12-26,22.0,14.0,7.0,18.0,2.0,22.0,PM10,BAIK
3282,2018-12-27,28.0,13.0,15.0,55.0,3.0,55.0,O3,SEDANG
3283,2018-12-28,4.0,13.0,10.0,63.0,5.5,63.0,O3,SEDANG
3284,2018-12-29,19.0,13.5,5.0,53.0,8.0,19.0,PM10,BAIK
3285,2018-12-30,17.0,14.0,4.5,43.0,4.0,17.0,PM10,BAIK
3286,2018-12-31,24.0,14.5,4.0,33.0,3.0,33.0,O3,BAIK
3287,2019-01-01,29.0,15.0,5.0,31.666666666666668,13.0,29.0,PM10,BAIK
3288,2019-01-02,61.0,20.0,47.0,93.0,9.0,93.0,O3,SEDANG
3289,2019-01-03,50.0,13.0,29.0,16.0,15.0,50.0,PM10,BAIK
3290,2019-01-04,51.0,9.0,31.0,76.0,20.0,76.0,O3,SEDANG
3291,2019-01-05,49.0,3.0,24.0,54.0,11.0,54.0,O3,SEDANG
3292,2019-01-06,50.0,6.0,18.0,69.0,15.0,69.0,O3,SEDANG
3293,2019-01-07,59.0,10.0,23.0,51.0,15.0,59.0,PM10,SEDANG
3294,2019-01-08,64.0,20.0,22.0,62.0,18.0,64.0,PM10,SEDANG
3295,2019-01-09,54.0,19.0,13.0,50.0,10.0,54.0,PM10,SEDANG
3296,2019-01-10,62.0,24.0,18.0,75.0,16.0,75.0,O3,SEDANG
3297,2019-01-11,49.0,22.0,13.0,86.0,14.0,86.0,O3,SEDANG
3298,2019-01-12,54.5,19.5,16.0,60.5,11.5,60.5,o3,SEDANG
3299,2019-01-13,65.0,11.0,28.0,77.0,8.75,77.0,O3,SEDANG
3300,2019-01-14,65.0,12.0,32.0,99.0,9.0,99.0,O3,SEDANG
3301,2019-01-15,65.0,13.0,26.0,56.0,8.428571428571429,65.0,PM10,SEDANG
3302,2019-01-16,37.0,16.0,19.0,28.0,7.857142857142858,37.0,PM10,BAIK
3303,2019-01-17,56.0,22.0,23.0,101.0,7.285714285714286,101.0,O3,TIDAK SEHAT
3304,2019-01-18,27.0,12.0,16.0,103.0,6.714285714285714,103.0,O3,TIDAK SEHAT
3305,2019-01-19,42.0,13.0,27.0,127.0,6.142857142857143,127.0,O3,TIDAK SEHAT
3306,2019-01-20,74.0,30.0,31.0,28.0,5.571428571428571,74.0,PM10,SEDANG
3307,2019-01-21,62.0,15.0,22.0,47.0,5.0,62.0,PM10,SEDANG
3308,2019-01-22,39.0,15.0,23.0,46.0,6.75,46.0,O3,BAIK
3309,2019-01-23,59.0,16.0,37.0,26.0,8.5,59.0,PM10,SEDANG
3310,2019-01-24,51.0,17.0,20.0,35.0,10.25,51.0,PM10,SEDANG
3311,2019-01-25,29.0,19.0,22.0,47.0,12.0,47.0,O3,BAIK
3312,2019-01-26,63.0,19.0,33.0,118.0,15.0,118.0,O3,TIDAK SEHAT
3313,2019-01-27,24.0,12.0,14.0,91.0,10.0,24.0,PM10,BAIK
3314,2019-01-28,52.0,12.0,22.0,64.0,10.0,64.0,O3,SEDANG
3315,2019-01-29,48.0,11.0,19.0,80.0,11.0,80.0,O3,SEDANG
3316,2019-01-30,24.0,18.0,22.0,73.0,9.0,73.0,O3,SEDANG
3317,2019-01-31,53.0,23.0,22.0,33.0,11.0,53.0,PM10,SEDANG
3318,2019-02-01,24.0,17.0,5.0,30.333333333333332,6.0,24.0,PM10,BAIK
3319,2019-02-02,61.0,37.0,47.0,31.0,10.0,61.0,PM10,SEDANG
3320,2019-02-03,30.0,19.0,24.0,21.0,12.0,30.0,PM10,BAIK
3321,2019-02-04,49.0,6.0,49.0,54.0,15.0,54.0,O3,SEDANG
3322,2019-02-05,27.0,5.0,14.0,19.0,5.0,27.0,PM10,BAIK
3323,2019-02-06,53.0,5.0,22.0,72.0,14.0,72.0,O3,SEDANG
3324,2019-02-07,61.0,11.0,24.0,73.0,15.0,73.0,O3,SEDANG
3325,2019-02-08,61.0,20.0,22.0,63.0,20.0,63.0,O3,SEDANG
3326,2019-02-09,58.0,18.0,24.0,67.0,16.0,67.0,O3,SEDANG
3327,2019-02-10,62.0,20.0,15.0,56.0,16.0,62.0,PM10,SEDANG
3328,2019-02-11,47.0,19.0,15.0,58.0,13.0,58.0,O3,SEDANG
3329,2019-02-12,53.0,20.0,17.0,81.0,14.0,81.0,O3,SEDANG
3330,2019-02-13,52.0,14.0,33.0,17.0,18.0,52.0,PM10,SEDANG
3331,2019-02-14,53.0,14.0,35.0,28.0,15.0,53.0,PM10,SEDANG
3332,2019-02-15,31.0,13.0,19.0,22.0,9.0,31.0,PM10,BAIK
3333,2019-02-16,18.0,13.0,15.0,51.0,10.0,51.0,O3,SEDANG
3334,2019-02-17,24.0,17.0,13.0,46.0,10.0,46.0,O3,BAIK
3335,2019-02-18,41.0,21.0,25.0,41.0,18.0,41.0,PM10,BAIK
3336,2019-02-19,64.0,20.0,26.0,48.0,21.0,64.0,PM10,SEDANG
3337,2019-02-20,56.0,14.0,34.0,22.0,21.0,56.0,PM10,SEDANG
3338,2019-02-21,37.0,14.0,28.0,19.0,17.0,37.0,PM10,BAIK
3339,2019-02-22,49.0,14.0,32.0,16.0,19.0,49.0,PM10,BAIK
3340,2019-02-23,32.0,12.0,24.0,56.0,15.0,56.0,O3,SEDANG
3341,2019-02-24,48.0,12.0,29.0,46.0,14.0,48.0,PM10,BAIK
3342,2019-02-25,36.0,12.0,23.0,49.0,11.0,49.0,O3,BAIK
3343,2019-02-26,48.0,14.0,25.0,25.0,14.0,48.0,PM10,BAIK
3344,2019-02-27,55.0,14.0,24.0,22.0,17.0,55.0,PM10,SEDANG
3345,2019-02-28,42.0,13.0,22.0,28.0,13.0,42.0,PM10,BAIK
3346,2019-03-01,16.0,16.0,5.0,29.0,4.0,29.0,O3,BAIK
3347,2019-03-02,51.0,26.0,16.0,37.0,7.0,51.0,PM10,SEDANG
3348,2019-03-03,38.0,16.0,15.0,47.0,15.0,47.0,O3,BAIK
3349,2019-03-04,51.0,7.0,44.0,46.0,18.0,51.0,PM10,SEDANG
3350,2019-03-05,41.0,15.0,24.0,42.0,16.0,42.0,O3,BAIK
3351,2019-03-06,40.0,4.0,13.0,62.0,10.0,62.0,O3,SEDANG
3352,2019-03-07,60.0,26.0,21.0,45.0,16.0,60.0,PM10,SEDANG
3353,2019-03-08,62.0,20.0,20.0,63.0,19.0,63.0,O3,SEDANG
3354,2019-03-09,57.0,18.0,20.0,61.0,20.0,61.0,O3,SEDANG
3355,2019-03-10,59.0,19.0,16.0,65.0,21.0,65.0,O3,SEDANG
3356,2019-03-11,43.0,20.0,13.0,62.0,12.0,62.0,O3,SEDANG
3357,2019-03-12,62.0,23.0,20.0,64.0,14.0,64.0,O3,SEDANG
3358,2019-03-13,43.0,14.0,28.0,50.0,16.0,50.0,O3,BAIK
3359,2019-03-14,47.0,16.0,30.0,99.0,18.0,99.0,O3,SEDANG
3360,2019-03-15,57.0,29.0,28.0,60.0,16.0,60.0,O3,SEDANG
3361,2019-03-16,47.0,15.0,42.0,28.0,12.0,47.0,PM10,BAIK
3362,2019-03-17,30.0,19.0,18.0,33.0,9.0,33.0,O3,BAIK
3363,2019-03-18,31.0,19.0,18.0,21.0,8.0,31.0,PM10,BAIK
3364,2019-03-19,25.0,16.0,18.0,12.0,6.0,25.0,PM10,BAIK
3365,2019-03-20,21.0,15.0,16.0,25.0,8.0,25.0,O3,BAIK
3366,2019-03-21,23.0,3.0,16.0,24.0,10.0,24.0,O3,BAIK
3367,2019-03-22,30.0,7.0,20.0,28.0,9.0,30.0,PM10,BAIK
3368,2019-03-23,25.0,6.0,15.0,19.0,8.0,25.0,PM10,BAIK
3369,2019-03-24,16.0,5.0,9.0,28.0,4.0,28.0,O3,BAIK
3370,2019-03-25,18.0,5.0,14.0,19.0,7.0,19.0,O3,BAIK
3371,2019-03-26,44.0,8.0,29.0,32.0,12.0,44.0,PM10,BAIK
3372,2019-03-27,29.0,6.0,25.0,53.0,15.0,53.0,O3,SEDANG
3373,2019-03-28,44.0,5.0,36.0,47.0,18.0,47.0,O3,BAIK
3374,2019-03-29,53.0,6.0,34.0,54.0,20.0,54.0,O3,SEDANG
3375,2019-03-30,40.0,6.0,25.0,79.0,16.0,79.0,O3,SEDANG
3376,2019-03-31,51.0,8.0,35.0,94.0,18.0,94.0,O3,SEDANG
3377,2019-04-01,38.0,18.0,8.0,24.0,10.0,38.0,PM10,BAIK
3378,2019-04-02,54.0,22.0,27.0,31.0,6.0,54.0,PM10,SEDANG
3379,2019-04-03,52.0,21.0,32.0,42.0,22.0,52.0,PM10,SEDANG
3380,2019-04-04,50.0,5.0,30.0,43.0,17.0,50.0,PM10,BAIK
3381,2019-04-05,51.0,12.0,32.0,29.0,14.0,51.0,PM10,SEDANG
3382,2019-04-06,55.0,4.0,18.0,48.0,11.0,55.0,PM10,SEDANG
3383,2019-04-07,58.0,25.0,20.0,29.0,16.0,58.0,PM10,SEDANG
3384,2019-04-08,57.0,19.0,16.0,65.0,17.0,65.0,O3,SEDANG
3385,2019-04-09,57.0,18.0,20.0,46.0,12.0,57.0,PM10,SEDANG
3386,2019-04-10,56.0,19.0,17.0,74.0,23.0,74.0,O3,SEDANG
3387,2019-04-11,41.0,22.0,14.0,70.0,12.0,70.0,O3,SEDANG
3388,2019-04-12,57.0,26.0,17.0,45.0,9.0,57.0,PM10,SEDANG
3389,2019-04-13,32.0,5.0,24.0,37.0,10.0,37.0,O3,BAIK
3390,2019-04-14,35.0,7.0,17.0,70.0,14.0,70.0,O3,SEDANG
3391,2019-04-15,42.0,6.0,25.0,44.0,23.0,44.0,O3,BAIK
3392,2019-04-16,45.0,6.0,29.0,94.0,16.0,94.0,O3,SEDANG
3393,2019-04-17,50.0,7.0,37.0,49.0,16.0,50.0,PM10,BAIK
3394,2019-04-18,51.0,5.0,19.0,60.0,16.0,60.0,O3,SEDANG
3395,2019-04-19,37.0,4.0,21.0,20.0,9.0,37.0,PM10,BAIK
3396,2019-04-20,21.0,6.0,16.0,47.0,20.0,47.0,O3,BAIK
3397,2019-04-21,43.0,9.0,16.0,31.0,16.0,43.0,PM10,BAIK
3398,2019-04-22,40.0,9.0,17.0,28.0,9.0,40.0,PM10,BAIK
3399,2019-04-23,50.0,16.0,18.0,27.0,10.0,50.0,PM10,BAIK
3400,2019-04-24,42.0,10.0,20.0,16.0,15.0,42.0,PM10,BAIK
3401,2019-04-25,65.0,13.0,36.0,60.0,12.0,65.0,PM10,SEDANG
3402,2019-04-26,33.0,7.0,22.0,67.0,22.0,67.0,O3,SEDANG
3403,2019-04-27,44.0,8.0,31.0,32.0,11.0,44.0,PM10,BAIK
3404,2019-04-28,49.0,6.0,42.0,38.0,11.0,49.0,PM10,BAIK
3405,2019-04-29,53.0,8.0,35.0,48.0,19.0,53.0,PM10,SEDANG
3406,2019-04-30,42.0,4.0,29.0,48.0,21.0,48.0,O3,BAIK
3407,2019-05-01,37.0,29.0,16.0,40.25,16.0,37.0,PM10,BAIK
3408,2019-05-02,45.0,20.0,29.0,30.0,7.0,45.0,PM10,BAIK
3409,2019-05-03,40.0,15.0,28.0,29.0,21.0,40.0,PM10,BAIK
3410,2019-05-04,45.0,8.0,25.0,24.0,18.0,45.0,PM10,BAIK
3411,2019-05-05,38.0,7.0,34.0,82.0,15.0,82.0,O3,SEDANG
3412,2019-05-06,53.0,9.0,20.0,35.0,13.0,53.0,PM10,SEDANG
3413,2019-05-07,58.0,22.0,23.0,43.0,13.0,58.0,PM10,SEDANG
3414,2019-05-08,57.0,20.0,18.0,55.0,22.0,57.0,PM10,SEDANG
3415,2019-05-09,60.0,20.0,22.0,52.0,13.5,60.0,PM10,SEDANG
3416,2019-05-10,40.0,51.0,14.0,49.0,38.0,51.0,SO2,SEDANG
3417,2019-05-11,59.0,21.0,15.0,92.0,17.0,92.0,O3,SEDANG
3418,2019-05-12,56.0,23.0,15.0,41.0,13.0,56.0,PM10,SEDANG
3419,2019-05-13,51.0,3.0,28.0,41.0,15.0,51.0,PM10,SEDANG
3420,2019-05-14,53.0,6.0,23.0,31.0,13.0,53.0,PM10,SEDANG
3421,2019-05-15,56.0,11.0,19.0,38.0,12.0,56.0,PM10,SEDANG
3422,2019-05-16,48.0,7.0,23.0,78.0,18.0,78.0,O3,SEDANG
3423,2019-05-17,53.0,7.0,24.0,47.0,18.0,53.0,PM10,SEDANG
3424,2019-05-18,47.0,10.0,21.0,59.0,15.0,59.0,O3,SEDANG
3425,2019-05-19,72.0,12.0,18.0,80.0,16.0,80.0,O3,SEDANG
3426,2019-05-20,54.0,8.0,22.0,47.0,15.0,54.0,PM10,SEDANG
3427,2019-05-21,55.0,7.0,21.0,66.0,16.0,66.0,O3,SEDANG
3428,2019-05-22,52.0,10.0,16.0,44.0,10.0,52.0,PM10,SEDANG
3429,2019-05-23,47.0,7.0,20.0,59.0,16.0,59.0,O3,SEDANG
3430,2019-05-24,55.0,11.0,22.0,38.0,13.0,55.0,PM10,SEDANG
3431,2019-05-25,51.0,9.0,15.0,49.0,19.0,51.0,PM10,SEDANG
3432,2019-05-26,49.0,8.0,14.0,75.0,15.0,75.0,O3,SEDANG
3433,2019-05-27,58.0,13.0,32.0,60.0,14.0,60.0,O3,SEDANG
3434,2019-05-28,52.0,10.0,26.0,39.0,10.0,52.0,PM10,SEDANG
3435,2019-05-29,51.0,10.0,19.0,40.0,11.0,51.0,PM10,SEDANG
3436,2019-05-30,53.0,6.0,19.0,54.0,10.0,54.0,O3,SEDANG
3437,2019-05-31,48.0,6.0,16.0,42.0,16.0,48.0,PM10,BAIK
3438,2019-06-01,66.0,34.0,30.0,56.5,27.0,66.0,PM10,SEDANG
3439,2019-06-02,49.0,26.0,20.0,24.0,11.0,49.0,PM10,BAIK
3440,2019-06-03,46.0,15.0,25.0,29.0,17.0,46.0,PM10,BAIK
3441,2019-06-04,45.0,7.0,27.0,72.0,14.0,72.0,O3,SEDANG
3442,2019-06-05,35.0,7.0,22.0,70.0,13.0,70.0,O3,SEDANG
3443,2019-06-06,33.0,6.0,11.0,39.0,9.0,39.0,O3,BAIK
3444,2019-06-07,57.0,27.0,22.0,42.0,13.0,57.0,PM10,SEDANG
3445,2019-06-08,54.0,21.0,20.0,90.0,18.0,90.0,O3,SEDANG
3446,2019-06-09,56.0,20.0,23.0,43.0,15.0,56.0,PM10,SEDANG
3447,2019-06-10,45.8,42.33333333,15.66666667,50.0,29.66666667,50.0,o3,BAIK
3448,2019-06-11,56.0,20.0,21.0,86.0,17.0,86.0,O3,SEDANG
3449,2019-06-12,54.0,19.0,19.0,40.0,11.0,54.0,PM10,SEDANG
3450,2019-06-13,55.0,9.0,25.0,68.0,21.0,68.0,O3,SEDANG
3451,2019-06-14,52.0,7.0,21.0,59.0,16.0,59.0,O3,SEDANG
3452,2019-06-15,46.0,7.0,27.0,56.0,24.0,56.0,O3,SEDANG
3453,2019-06-16,50.0,9.0,16.0,70.0,17.0,70.0,O3,SEDANG
3454,2019-06-17,52.0,9.0,23.0,42.0,14.0,52.0,PM10,SEDANG
3455,2019-06-18,52.0,10.0,20.0,44.0,12.0,52.0,PM10,SEDANG
3456,2019-06-19,52.0,11.0,16.0,68.0,16.0,68.0,O3,SEDANG
3457,2019-06-20,62.0,12.0,25.0,79.0,17.0,79.0,O3,SEDANG
3458,2019-06-21,62.0,13.0,23.0,66.0,13.0,66.0,O3,SEDANG
3459,2019-06-22,61.0,14.0,17.0,91.0,15.0,91.0,O3,SEDANG
3460,2019-06-23,65.0,9.0,20.0,76.0,17.0,76.0,O3,SEDANG
3461,2019-06-24,63.0,10.0,20.0,75.0,13.0,75.0,O3,SEDANG
3462,2019-06-25,63.0,13.0,23.0,78.0,14.0,78.0,O3,SEDANG
3463,2019-06-26,63.0,14.0,20.0,62.0,15.0,63.0,PM10,SEDANG
3464,2019-06-27,71.0,10.0,22.0,113.0,16.0,113.0,O3,TIDAK SEHAT
3465,2019-06-28,62.0,8.0,28.0,69.0,21.0,69.0,O3,SEDANG
3466,2019-06-29,59.0,14.0,26.0,51.0,14.0,59.0,PM10,SEDANG
3467,2019-06-30,57.0,13.0,16.0,58.0,12.0,58.0,O3,SEDANG
3468,2019-07-01,52.0,47.0,14.0,72.75,25.0,52.0,PM10,SEDANG
3469,2019-07-02,59.0,25.0,34.0,65.0,10.0,65.0,O3,SEDANG
3470,2019-07-03,45.0,17.0,39.0,66.0,16.0,66.0,O3,SEDANG
3471,2019-07-04,61.0,10.0,41.0,87.0,13.0,87.0,O3,SEDANG
3472,2019-07-05,49.0,9.0,31.0,44.0,16.0,49.0,PM10,BAIK
3473,2019-07-06,43.0,5.0,9.0,34.0,8.0,43.0,PM10,BAIK
3474,2019-07-07,63.0,23.0,12.0,41.0,7.0,63.0,PM10,SEDANG
3475,2019-07-08,55.0,20.0,22.0,51.0,13.0,55.0,PM10,SEDANG
3476,2019-07-09,57.0,21.0,20.0,49.0,13.0,57.0,PM10,SEDANG
3477,2019-07-10,51.6,33.66666667,17.33333333,51.0,21.33333333,51.6,pm10,SEDANG
3478,2019-07-11,55.0,22.0,22.0,85.0,21.0,85.0,O3,SEDANG
3479,2019-07-12,42.0,23.0,14.0,31.0,10.0,42.0,PM10,BAIK
3480,2019-07-13,59.0,20.0,18.0,105.0,14.0,105.0,O3,TIDAK SEHAT
3481,2019-07-14,72.0,20.0,18.0,105.0,17.0,105.0,O3,TIDAK SEHAT
3482,2019-07-15,58.0,23.0,23.0,39.0,13.0,58.0,PM10,SEDANG
3483,2019-07-16,62.0,23.0,24.0,51.0,19.0,62.0,PM10,SEDANG
3484,2019-07-17,64.0,23.0,27.0,65.0,19.0,65.0,O3,SEDANG
3485,2019-07-18,66.0,22.0,23.0,49.0,16.0,66.0,PM10,SEDANG
3486,2019-07-19,55.0,22.0,26.0,34.0,18.0,55.0,PM10,SEDANG
3487,2019-07-20,62.0,22.0,22.0,64.0,22.0,64.0,O3,SEDANG
3488,2019-07-21,57.0,19.0,18.0,69.0,12.0,69.0,O3,SEDANG
3489,2019-07-22,59.0,20.0,24.0,79.0,21.0,79.0,O3,SEDANG
3490,2019-07-23,64.0,25.0,23.0,42.0,15.0,64.0,PM10,SEDANG
3491,2019-07-24,62.0,22.0,20.0,52.0,19.0,62.0,PM10,SEDANG
3492,2019-07-25,66.0,23.0,25.0,75.0,25.0,75.0,O3,SEDANG
3493,2019-07-26,65.0,22.0,21.0,38.0,21.0,65.0,PM10,SEDANG
3494,2019-07-27,59.0,15.0,17.0,47.0,13.0,59.0,PM10,SEDANG
3495,2019-07-28,66.0,14.0,15.0,73.0,13.0,73.0,O3,SEDANG
3496,2019-07-29,65.0,14.0,27.0,53.0,17.0,65.0,PM10,SEDANG
3497,2019-07-30,64.0,20.0,26.0,63.0,15.0,64.0,PM10,SEDANG
3498,2019-07-31,63.0,21.0,22.0,64.0,13.0,64.0,O3,SEDANG
3499,2019-08-01,36.0,31.0,25.0,89.0,16.5,89.0,O3,SEDANG
3500,2019-08-02,45.0,17.0,23.0,132.0,13.0,132.0,O3,TIDAK SEHAT
3501,2019-08-03,56.0,18.0,41.0,33.0,27.0,56.0,PM10,SEDANG
3502,2019-08-04,47.0,7.0,24.0,84.0,17.0,84.0,O3,SEDANG
3503,2019-08-05,55.0,4.0,30.0,61.0,21.0,61.0,O3,SEDANG
3504,2019-08-06,29.0,4.0,13.0,71.0,8.0,71.0,O3,SEDANG
3505,2019-08-07,60.0,23.0,17.0,36.0,10.0,60.0,PM10,SEDANG
3506,2019-08-08,63.0,22.0,24.0,73.0,21.0,73.0,O3,SEDANG
3507,2019-08-09,52.0,21.0,14.0,59.0,10.0,59.0,O3,SEDANG
